MKT,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,EQ,DHANBANK,DHANLAXMI BANK LIMITED,        13.45,        13.75,        13.80,        13.15,        13.25,                  9820166.35,737887,N, ,1945,        20.20,        11.65
N,EQ,DHANI,DHANI SERVICES LIMITED,        50.00,        52.00,        52.50,        51.00,        52.50,                 41506568.45,792282,N, ,2468,       242.90,        40.00
N,EQ,DHANUKA,DHANUKA AGRITECH LTD,       734.10,       748.00,       748.00,       726.00,       727.50,                 11665625.45,15848,N, ,2018,      1053.90,       662.75
N,EQ,DHANVARSHA,DHANVARSHA FINVEST LTD,        75.60,        75.00,        79.50,        75.00,        77.55,                  8448748.30,108473,N, ,4895,        96.90,        73.00
N,EQ,DHARAMSI,DHARAMSI MORARJI CHEM LTD,       342.00,       344.05,       360.00,       343.60,       355.25,                  4817599.00,13605,N, ,1066,       479.45,       294.55
N,EQ,DHARSUGAR,DHARANI SUGARS & CHEMICAL,        13.10,        12.80,        13.45,        12.45,        12.45,                  8139782.20,637247,N, ,1459,        35.75,         9.60
N,EQ,DHRUV,DHRUV CONSULTANCY SER LTD,        56.55,        56.00,        57.00,        54.50,        55.40,                  2107828.90,37728,N, ,308,        84.35,        46.40
N,EQ,DHUNINV,DHUNSERI INVESTMENTS LTD,       628.80,       628.80,       648.70,       628.80,       641.00,                   588555.85,923,N, ,146,       849.80,       356.95
N,EQ,DIAMONDYD,PRATAAP SNACKS LIMITED,       627.75,       632.00,       662.90,       628.95,       653.90,                  5952086.10,9227,N, ,876,       909.00,       543.40
N,EQ,DICIND,DIC INDIA LIMITED,       325.60,       323.40,       346.90,       323.40,       341.50,                   972819.30,2910,N, ,297,       549.90,       321.15
N,EQ,DIGISPICE,DIGISPICE TECHNOLOGIES LT,        31.15,        31.15,        33.00,        31.15,        31.80,                  2049591.05,63928,N, ,731,        60.70,        27.05
N,EQ,DIL,DEBOCK INDUSTRIES LIMITED,       111.10,       114.90,       115.00,       112.00,       114.45,                  1901041.50,16778,N, ,113,       156.95,        96.00
N,EQ,DISHTV,DISH TV INDIA LTD.,        13.80,        14.05,        14.05,        13.40,        13.50,                 48331693.60,3532190,N, ,4406,        23.35,        11.25
N,EQ,DIXON,DIXON TECHNO (INDIA) LTD,      3379.25,      3419.00,      3475.00,      3385.90,      3428.15,                631918775.35,184764,N, ,18953,      6243.60,      3180.55
N,EQ,DLINKINDIA,D-LINK INDIA LTD,       128.75,       134.95,       134.95,       130.50,       132.45,                 13208976.60,99613,N, ,2905,       194.70,       104.50
N,EQ,DNAMEDIA,DILIGENT MEDIA CORP LTD.,         2.45,         2.50,         2.50,         2.35,         2.35,                   160632.25,68021,N, ,139,         4.45,         1.50
N,EQ,DODLA,DODLA DAIRY LIMITED,       480.95,       484.95,       491.00,       480.00,       480.85,                  7344736.95,15192,N, ,1625,       674.80,       407.60
N,EQ,DOLATALGO,DOLAT ALGOTECH LIMITED,        80.30,        82.70,        82.70,        80.40,        80.65,                  7113965.50,87374,N, ,1556,       127.90,        61.30
N,EQ,DOLLAR,DOLLAR INDUSTRIES LIMITED,       492.75,       499.25,       519.50,       499.25,       511.45,                 28533760.65,56058,N, ,3829,       665.00,       242.95
N,EQ,DONEAR,DONEAR IND. LIMITED,        53.20,        55.25,        55.80,        50.60,        55.15,                  1562130.75,28992,N, ,282,        76.70,        34.00
N,EQ,DPABHUSHAN,D. P. ABHUSHAN LIMITED,       413.15,       432.00,       432.00,       415.05,       418.05,                  3084381.10,7314,N, ,306,       495.00,       120.10
N,EQ,DPSCLTD,DPSC LIMITED,        12.85,        12.90,        13.20,        12.75,        12.90,                   850916.90,65858,N, ,394,        31.15,        11.75
N,EQ,DPWIRES,D P WIRES LIMITED,       323.70,       337.95,       339.85,       330.85,       337.70,                  7891479.70,23328,N, ,430,       424.00,       129.00
N,EQ,DREDGECORP,DREDGING CORP OF INDIA,       296.95,       304.95,       316.20,       301.85,       312.30,                 37264010.65,119595,N, ,4293,       476.00,       283.25
N,EQ,DSSL,DYNACONS SYS & SOLN LTD,       269.30,       278.00,       279.90,       273.60,       276.75,                  6815652.70,24606,N, ,859,       368.90,       102.35
N,EQ,DTIL,DHUNSERI TEA & IND. LTD.,       246.00,       249.65,       257.90,       247.10,       249.85,                   749774.30,3002,N, ,235,       599.95,       215.00
N,EQ,DUCON,DUCON INFRATECHNOLOGIES L,        22.05,        22.50,        23.15,        21.50,        22.50,                  2584550.30,114787,N, ,763,        31.60,         6.60
N,SM,DUGLOBAL,DUDIGITAL GLOBAL LIMITED,       438.00,       439.95,       440.00,       439.95,       440.00,                   879950.00,2000,N, ,2,       449.80,        95.00
N,EQ,DVL,DHUNSERI VENTURES LIMITED,       205.40,       206.25,       212.10,       205.85,       211.25,                  2679276.60,12762,N, ,426,       350.00,       134.60
N,EQ,DWARKESH,DWARIKESH SUGAR IND LTD,       116.65,       119.40,       121.35,       117.65,       119.80,                179543116.50,1502683,N, ,11806,       148.45,        50.20
N,EQ,DYNAMATECH,DYNAMATIC TECHNOLOGIES,      1819.40,      1846.70,      1940.00,      1831.00,      1915.05,                 13278330.35,6990,N, ,1536,      3380.00,       998.00
N,SM,DYNAMIC,DYNAMIC SRVCS & SEC LTD,        15.75,        15.75,        15.75,        15.75,        15.75,                    31500.00,2000,N, ,1,        57.70,        13.15
N,EQ,DYNPRO,DYNEMIC PRODUCTS LIMITED,       499.25,       506.65,       525.95,       506.00,       516.20,                 14644844.25,28288,N, ,2249,       769.80,       452.60
N,EQ,E2E,E2E NETWORKS LIMITED,       130.95,       131.05,       135.50,       125.50,       130.70,                   253401.40,1950,N, ,76,       169.00,       120.05
N,EQ,EASEMYTRIP,EASY TRIP PLANNERS LTD,       413.55,       424.95,       434.20,       423.35,       434.00,               1366465230.20,3164379,N, ,23840,       717.65,       190.00
N,EQ,EASTSILK,EASTERN SILK INDUSTRIES L,         5.30,         5.45,         5.55,         5.15,         5.45,                   213290.90,39600,N, ,182,        11.40,         3.40
N,EQ,ECLERX,ECLERX SERVICES LTD,      2136.20,      2141.10,      2205.00,      2141.10,      2193.10,                 94472421.00,43163,N, ,7062,      2970.00,      1099.00
N,EQ,EDELWEISS,EDELWEISS FIN SERV LTD,        55.50,        56.75,        57.50,        55.95,        57.20,                 46631272.90,822883,N, ,6128,       100.90,        50.00
N,EQ,EIDPARRY,EID PARRY INDIA LTD,       489.20,       494.50,       497.45,       490.05,       493.30,                 88610836.65,179343,N, ,7648,       549.85,       377.30
N,EQ,EIFFL,EURO (I) FRESH FOODS LTD,       117.50,       115.40,       117.50,       111.20,       115.10,                   725386.30,6352,N, ,362,       153.95,        92.00
N,EQ,EIHAHOTELS,EIH ASSOCIATED HOTELS LTD,       398.45,       402.10,       438.00,       397.85,       413.70,                 26072457.35,62610,N, ,2289,       519.00,       241.00
N,EQ,EIHOTEL,EIH LIMITED,       138.40,       138.80,       139.95,       135.35,       138.70,                 37338059.55,270918,N, ,5289,       171.75,        92.50
N,EQ,EIMCOELECO,EIMCO ELECON (INDIA) LTD,       332.25,       337.15,       344.25,       336.05,       339.00,                   888044.70,2601,N, ,189,       541.80,       295.50
N,EQ,EKC,EVEREST KANTO CYLINDERLTD,       172.85,       176.00,       181.45,       174.00,       175.35,                 23265774.75,130198,N, ,2376,       291.80,        96.55
N,EQ,ELDEHSG,ELDECO HSG & IND LTD.,       631.30,       637.00,       652.15,       615.05,       629.70,                   844832.65,1333,N, ,215,       800.00,       615.05
N,EQ,ELECON,ELECON ENG. CO. LTD,       190.75,       195.00,       209.25,       195.00,       204.65,                414502861.55,2020396,N, ,25115,       219.00,        84.55
N,EQ,ELECTCAST,ELECTROSTEEL CASTINGS LTD,        35.75,        36.55,        37.20,        36.35,        36.80,                 18102610.60,491438,N, ,1908,        48.00,        31.00
N,EQ,ELECTHERM,ELECTROTHERM (I) LTD.,       105.85,       106.75,       107.85,       104.15,       105.00,                  1727367.30,16383,N, ,336,       198.80,       102.45
N,EQ,ELGIEQUIP,ELGI EQUIPMENTS LTD,       332.10,       332.00,       344.90,       327.40,       337.75,                185028885.50,546070,N, ,13155,       422.30,       191.30
N,EQ,EMAMILTD,EMAMI LIMITED,       410.35,       418.20,       429.50,       410.55,       424.30,                145531822.20,349140,N, ,15831,       621.80,       406.25
N,EQ,EMAMIPAP,EMAMI PAPER MILLS LIMITED,       168.55,       175.00,       179.60,       168.35,       176.65,                 27593991.60,157753,N, ,3375,       214.80,       117.00
N,EQ,EMAMIREAL,EMAMI REALTY LIMITED,        59.80,        59.60,        62.25,        59.60,        61.50,                   809439.55,13202,N, ,253,       106.00,        45.35
N,RR,EMBASSY,EMBASSY OFFICE PARKS REIT,       373.20,       375.85,       382.00,       370.50,       373.22,                 80078304.72,213537,N, ,5546,       395.00,       285.00
N,EQ,EMKAY,EMKAY GLOBAL FIN SERV LTD,       109.90,       114.50,       117.90,       108.10,       110.90,                 29396466.20,261155,N, ,7562,       155.00,        68.90
N,EQ,EMMBI,EMMBI INDUSTRIES LIMITED,        87.90,        90.05,        91.65,        88.60,        89.55,                  1682136.70,18704,N, ,584,       131.85,        85.00
N,EQ,ENDURANCE,ENDURANCE TECHNO. LTD.,      1207.65,      1204.00,      1256.00,      1175.60,      1246.20,                239401901.10,194096,N, ,9348,      1989.00,      1047.20
N,EQ,ENERGYDEV,ENERGY DEVE. CO.LTD,        18.05,        18.70,        18.95,        18.10,        18.85,                  1464484.50,78632,N, ,482,        40.30,         8.55
N,EQ,ENGINERSIN,ENGINEERS INDIA LTD,        58.90,        59.70,        60.20,        59.35,        59.45,                 29545305.55,495364,N, ,3222,        89.50,        58.00
N,EQ,ENIL,ENTERTAIN NET. IND. LTD.,       193.60,       195.60,       199.10,       193.35,       194.55,                  2332329.25,11908,N, ,356,       227.00,       147.10
N,EQ,EPL,EPL LIMITED,       157.00,       158.60,       163.50,       158.55,       160.50,                 18363769.85,114503,N, ,4892,       291.95,       149.00
N,EQ,EQUIPPP,EQUIPPP SOC IMP TECH LTD,        68.15,        70.00,        71.00,        65.20,        67.75,                   986710.80,14661,N, ,354,       142.30,         2.05
N,EQ,EQUITAS,EQUITAS HOLDINGS LIMITED,       115.50,       113.00,       115.90,       102.80,       108.25,                357644907.35,3271277,N, ,45090,       145.00,        87.00
N,EQ,EQUITASBNK,EQUITAS SMALL FIN BNK LTD,        59.45,        55.50,        58.05,        51.55,        52.55,                348782410.95,6512513,N, ,32871,        76.80,        46.70
N,EQ,ERIS,ERIS LIFESCIENCES LIMITED,       699.80,       705.00,       724.00,       701.05,       716.10,                 87088556.70,121951,N, ,7762,       863.00,       623.05
N,EQ,EROSMEDIA,EROS INTL MEDIA LTD,        24.60,        25.80,        25.80,        25.00,        25.80,                 11823496.60,458501,N, ,368,        38.40,        16.45
N,EQ,ESABINDIA,ESAB INDIA LTD,      3548.65,      3549.00,      3850.00,      3549.00,      3791.90,                153379574.20,40840,N, ,8548,      3850.00,      1771.20
N,EQ,ESCORTS,ESCORTS INDIA LTD,      1598.35,      1610.00,      1641.50,      1610.00,      1637.40,                306002324.00,187401,N, ,11638,      1934.00,      1113.05
N,EQ,ESSARSHPNG,ESSAR SHIPPING LTD,         7.50,         7.65,         8.25,         7.50,         7.85,                  2429696.15,306995,N, ,498,        16.15,         6.80
N,EQ,ESTER,ESTER INDUSTRIES LTD,       144.20,       145.45,       148.40,       142.20,       144.45,                 27467099.40,188526,N, ,4750,       187.50,       109.70
N,SM,EUROBOND,EURO PANEL PRODUCTS LTD,       107.80,       109.70,       109.70,       109.70,       109.70,                   219400.00,2000,N, ,1,       147.65,        72.05
N,EQ,EVEREADY,EVEREADY INDS. IND.  LTD.,       309.30,       313.00,       315.00,       310.40,       314.25,                 42151067.55,134407,N, ,1467,       413.45,       255.25
N,EQ,EVERESTIND,EVEREST INDUSTRIES LTD,       560.65,       564.00,       583.90,       564.00,       570.60,                 11650275.30,20414,N, ,1757,       783.70,       341.05
N,EQ,EXCELINDUS,EXCEL INDUSTRIES LTD,      1288.25,      1350.00,      1354.90,      1315.35,      1333.80,                 30983212.65,23222,N, ,3164,      1818.90,       820.85
N,EQ,EXIDEIND,EXIDE INDUSTRIES LTD,       141.65,       142.65,       144.50,       142.65,       144.10,                215911029.90,1500335,N, ,18194,       204.90,       139.30
N,EQ,EXPLEOSOL,EXPLEO SOLUTIONS LIMITED,      1344.00,      1373.60,      1399.70,      1319.95,      1328.85,                 37353386.55,27685,N, ,4284,      1874.00,       586.00
N,EQ,EXXARO,EXXARO TILES LIMITED,       103.90,       106.45,       112.80,       104.00,       111.05,                 10190303.90,93521,N, ,1685,       172.70,        92.65
N,EQ,FACT,FACT LTD,       122.30,       124.90,       127.00,       123.15,       125.80,                 23683480.75,189644,N, ,3329,       159.90,        97.55
N,EQ,FAIRCHEMOR,FAIRCHEM ORGANICS LIMITED,      1296.70,      1321.95,      1321.95,      1281.00,      1299.45,                 26330079.05,20279,N, ,5889,      2274.80,       816.05
N,EQ,FCL,FINEOTEX CHEMICAL LIMITED,       176.10,       180.45,       183.80,       179.60,       180.80,                 54253027.45,298520,N, ,3108,       235.30,        78.10
N,EQ,FCONSUMER,FUTURE CONSUMER LIMITED,         2.40,         2.40,         2.45,         2.30,         2.35,                 26580256.50,11243994,N, ,8540,        11.95,         2.05
N,EQ,FCSSOFT,FCS SOFTWARE SOLN. LTD.,         3.20,         3.20,         3.35,         3.15,         3.25,                 20943342.20,6401686,N, ,4600,         4.20,         1.30
N,EQ,FDC,FDC LIMITED,       247.10,       248.45,       253.35,       246.25,       249.35,                 15713457.05,62693,N, ,3235,       404.90,       243.00
N,EQ,FEDERALBNK,FEDERAL BANK LTD,        83.45,        84.95,        85.50,        84.25,        85.30,                767110420.95,9026094,N, ,26101,       107.65,        77.50
N,EQ,FEL,FUTURE ENTERPRISES LTD,         3.35,         3.35,         3.50,         3.35,         3.40,                  3218801.80,936893,N, ,1672,        14.00,         3.20
N,SM,FELIX,FELIX INDUSTRIES LTD.,        18.90,        18.90,        18.90,        18.90,        18.90,                    75600.00,4000,N, ,1,        46.95,        12.35
N,EQ,FIBERWEB,FIBERWEB INDIA LIMITED,        47.90,        49.75,        51.45,        48.00,        49.95,                 13442015.75,268219,N, ,1981,        52.50,        37.90
N,EQ,FIEMIND,FIEM INDUSTRIES LIMITED,       888.65,       902.65,       910.00,       891.10,       896.00,                 10643397.60,11844,N, ,1404,      1377.60,       569.95
N,EQ,FILATEX,FILATEX INDIA LTD,       112.90,       115.00,       117.65,       113.55,       114.05,                 73385079.40,637731,N, ,5325,       142.80,        72.35
N,EQ,FINCABLES,FINOLEX CABLES LTD,       348.00,       352.20,       365.00,       351.75,       361.50,                 50084425.70,139307,N, ,4309,       608.60,       343.50
N,EQ,FINEORG,FINE ORGANIC IND. LTD.,      4372.80,      4444.00,      4490.00,      4390.00,      4418.25,                 75147464.80,16895,N, ,3954,      4740.00,      2734.55
N,EQ,FINOPB,FINO PAYMENTS BANK LTD,       251.40,       250.00,       257.70,       247.25,       248.05,                 24142951.75,96213,N, ,3860,       582.95,       210.05
N,EQ,FINPIPE,FINOLEX INDUSTRIES LTD,       149.75,       153.40,       153.40,       149.45,       150.70,                 53448687.70,353809,N, ,6644,       244.50,       125.00
N,EQ,FLFL,FUT LIFESTYLE FASH LTD,        15.25,        15.75,        16.00,        15.00,        15.40,                  3738138.60,240061,N, ,1563,        89.60,        13.00
N,EQ,FLUOROCHEM,GUJARAT FLUOROCHEM LTD,      2557.00,      2610.00,      2665.20,      2550.00,      2582.75,                143297249.00,54697,N, ,7101,      3198.90,       555.00
N,EQ,FMGOETZE,FEDERAL-MOGUL GOETZE (IND,       267.40,       270.05,       273.70,       269.05,       272.80,                  6079280.95,22369,N, ,537,       358.95,       202.35
N,EQ,FMNL,FUTURE MKT NETWORKS LTD,         5.05,         5.05,         5.30,         5.05,         5.10,                   973784.60,189134,N, ,408,        20.75,         4.15
N,SM,FOCE,FOCE INDIA LIMITED,       308.00,       306.00,       318.00,       306.00,       313.50,                  1309800.00,4200,N, ,7,       319.00,       185.10
N,EQ,FOODSIN,FOODS & INNS LIMITED,        74.50,        75.00,        77.00,        73.50,        76.30,                  2408430.10,31859,N, ,650,       125.00,        66.65
N,EQ,FORCEMOT,FORCE MOTORS LIMITED,      1014.90,      1034.00,      1063.90,      1029.95,      1046.25,                 13346733.50,12731,N, ,2124,      1740.00,       970.10
N,EQ,FORTIS,FORTIS HEALTHCARE LTD,       235.05,       237.00,       242.90,       235.70,       241.00,                198002744.55,828315,N, ,23278,       313.45,       217.90
N,EQ,FOSECOIND,FOSECO INDIA LTD,      1457.75,      1464.95,      1650.00,      1461.25,      1633.40,                 44914527.40,28220,N, ,4538,      1788.90,      1250.90
N,EQ,FRETAIL,FUTURE RETAIL LIMITED,        12.00,        11.40,        11.40,        11.40,        11.40,                  7948490.40,697236,N, ,3016,        76.25,        11.40
N,EQ,FSC,FUTURE SUPP CHAIN SOL LTD,        27.50,        27.95,        28.70,        27.55,        28.30,                  1554253.85,54953,N, ,684,       122.00,        24.10
N,EQ,FSL,FIRSTSOURCE SOLU. LTD.,       108.30,       111.30,       111.50,       105.70,       108.85,                339414744.75,3109081,N, ,19820,       242.85,       105.70
N,EQ,GABRIEL,GABRIEL INDIA LTD,       107.80,       109.85,       110.45,       108.45,       109.90,                  8291317.10,75697,N, ,2068,       168.15,       102.00
N,EQ,GAEL,GUJARAT AMBUJA EXPORTS LT,       313.35,       320.50,       337.70,       319.25,       334.80,                176135084.35,534942,N, ,18107,       394.15,       150.05
N,EQ,GAL,GYSCOAL ALLOYS LTD,         3.70,         3.80,         3.85,         3.65,         3.70,                  1261993.65,335096,N, ,549,         6.00,         2.10
N,EQ,GALAXYSURF,GALAXY SURFACTANTS LTD,      2714.30,      2745.10,      2919.95,      2720.00,      2901.45,                 87011560.25,30616,N, ,6234,      3585.65,      2585.00
N,EQ,GALLANTT,GALLANTT METAL LIMITED,        68.90,        69.70,        71.90,        69.70,        71.35,                  1749055.40,24583,N, ,468,        88.00,        54.50
N,EQ,GALLISPAT,GALLANTT ISPAT LTD,        64.30,        65.25,        67.55,        65.00,        66.00,                  2884730.45,43697,N, ,883,        76.00,        44.65
N,EQ,GANDHITUBE,GANDHI SPL. TUBES LTD,       350.65,       356.00,       358.00,       345.60,       353.20,                   426246.95,1203,N, ,155,       558.85,       295.20
N,EQ,GANECOS,GANESHA ECOSPHERE LIMITED,       687.95,       689.00,       713.00,       688.55,       701.15,                 19521475.20,27688,N, ,2580,       788.40,       454.95
N,EQ,GANESHBE,GANESH BENZOPLAST LIMITED,       113.25,       117.35,       127.50,       113.45,       125.10,                 48248812.05,393338,N, ,7359,       139.50,        76.10
N,EQ,GANESHHOUC,GANESH HOUSING CORP LTD,       267.20,       276.85,       291.90,       270.00,       289.75,                 43202897.60,151757,N, ,2244,       313.95,        57.60
N,EQ,GANGAFORGE,GANGA FORGING LIMITED,         7.20,         7.50,         7.50,         7.15,         7.20,                  1222151.25,168500,N, ,601,       147.25,         5.70
N,EQ,GANGESSECU,GANGES SECURITIES LIMITED,       115.75,       117.05,       118.90,       116.00,       118.00,                   398973.20,3389,N, ,118,       153.00,        67.05
N,EQ,GARFIBRES,GARWARE TECH FIBRES LTD,      2871.05,      2885.45,      2957.10,      2860.25,      2931.85,                 10404584.60,3568,N, ,1661,      4030.00,      2614.60
N,EQ,GATEWAY,GATEWAY DISTRIPARKS LTD,        74.25,        74.25,        75.50,        73.15,        75.10,                101095993.35,1372003,N, ,3740,        87.00,        70.00
N,EQ,GATI,GATI LIMITED,       140.95,       142.00,       151.90,       142.00,       149.90,                101092866.00,681622,N, ,13529,       221.90,       104.20
N,EQ,GAYAPROJ,GAYATRI PROJECTS LTD,        17.70,        18.15,        18.50,        17.80,        17.95,                  4661143.50,257753,N, ,994,        60.70,        16.95
N,EQ,GEECEE,GEECEE VENTURES LIMITED,       138.20,       138.20,       145.00,       138.20,       144.10,                  1982686.35,13899,N, ,1369,       211.00,       102.00
N,EQ,GEEKAYWIRE,GEEKAY WIRES LIMITED,        67.20,        68.00,        69.40,        64.25,        68.55,                   453803.75,6723,N, ,139,       112.90,        55.55
N,EQ,GENCON,GENERIC ENG CONS PROJ LTD,        31.90,        32.40,        33.50,        31.10,        32.10,                   500011.10,15605,N, ,165,        58.50,        27.70
N,EQ,GENUSPAPER,GENUS P&B LIMITED,        17.00,        17.45,        17.85,        17.20,        17.85,                  4648473.65,264002,N, ,945,        26.55,         7.75
N,EQ,GENUSPOWER,GENUS POWER INFRASTRU LTD,        86.90,        88.70,        92.00,        88.20,        89.65,                 49804554.80,553697,N, ,5260,       112.50,        49.40
N,EQ,GEOJITFSL,GEOJIT FINANCIAL SER L,        52.05,        53.70,        53.70,        50.80,        51.25,                 39531519.00,760929,N, ,7217,       102.70,        50.80
N,EQ,GEPIL,GE POWER INDIA LIMITED,       177.55,       180.00,       181.95,       176.25,       177.20,                 14533236.15,81298,N, ,1929,       372.00,       130.75
N,EQ,GESHIP,THE GE SHPG.LTD,       418.25,       425.00,       436.00,       420.20,       424.90,                235572732.30,553313,N, ,13872,       445.00,       265.00
N,EQ,GET&D,GE T&D INDIA LIMITED,       105.05,       106.65,       109.50,        98.60,       101.85,                 26761398.75,261952,N, ,3918,       153.80,        81.45
N,EQ,GFLLIMITED,GFL LIMITED,        66.15,        66.50,        68.75,        66.30,        67.35,                  2656845.55,39452,N, ,716,        94.30,        59.00
N,EQ,GFSTEELS,GRAND FOUNDRY LTD,         4.30,         4.50,         4.50,         4.50,         4.50,                    13527.00,3006,N, ,9,         5.50,         1.80
N,EQ,GHCL,GHCL LIMITED,       617.40,       628.00,       644.90,       626.45,       640.50,                489154832.70,769512,N, ,24976,       682.00,       250.50
N,EQ,GICHSGFIN,GIC HOUSING FINANCE LTD,       137.20,       139.95,       140.60,       137.50,       138.35,                  9856961.60,70961,N, ,1407,       202.55,       121.00
N,EQ,GICRE,GENERAL INS CORP OF INDIA,       112.25,       113.40,       114.70,       112.70,       114.00,                 18643791.00,163839,N, ,4149,       211.50,       109.10
N,EQ,GILLANDERS,GILLANDERS ARBUTHNOT LTD,        70.20,        73.00,        73.00,        69.15,        70.75,                   454073.15,6449,N, ,112,        93.75,        40.30
N,EQ,GILLETTE,GILLETTE INDIA LTD,      4852.50,      4875.00,      4895.00,      4860.00,      4882.50,                  6586092.55,1349,N, ,602,      6275.00,      4750.00
N,EQ,GINNIFILA,GINNI FILAMENTS LTD,        39.80,        40.05,        40.70,        39.00,        40.30,                  6244383.50,155943,N, ,955,        63.70,        26.40
N,EQ,GIPCL,GUJ IND POW CO. LTD,        85.40,        86.25,        88.80,        86.25,        87.40,                 21048962.20,239621,N, ,2462,       105.70,        68.40
N,EQ,GKWLIMITED,GKW LIMITED,       574.90,       583.00,       583.45,       568.85,       575.75,                    36413.40,63,N, ,33,       922.40,       460.10
N,EQ,GLAXO,GLAXOSMITHKLINE PHARMA LT,      1524.85,      1539.90,      1548.00,      1530.00,      1542.30,                 18566165.25,12060,N, ,2082,      1918.75,      1449.00
N,EQ,GLENMARK,GLENMARK PHARMACEUTICALS,       392.65,       399.00,       409.00,       397.10,       407.50,                224826982.10,555699,N, ,11678,       690.95,       386.20
N,EQ,GLOBAL,GLOBAL EDUCATION LIMITED,        97.90,        98.10,       102.75,        94.35,        96.95,                  4517804.80,45595,N, ,759,       108.45,        39.05
N,EQ,GLOBALVECT,GLOBAL VEC HELICORP LTD,        43.55,        44.95,        44.95,        43.25,        43.60,                   885093.25,20301,N, ,178,        88.90,        40.05
N,EQ,GLOBE,GLOBE TEXTILES (I) LTD.,         6.90,         7.20,         7.30,         6.90,         6.95,                  5224084.05,747424,N, ,1032,        19.20,         6.10
N,EQ,GLOBUSSPR,GLOBUS SPIRITS LTD,      1265.45,      1299.00,      1308.00,      1281.00,      1299.65,                 94825730.00,73184,N, ,4580,      1759.50,       312.00
N,EQ,GLS,GLENMARK LIFE SCIENCE LTD,       442.70,       444.00,       454.90,       443.60,       446.90,                  9927883.80,22143,N, ,1581,       799.00,       427.40
N,EQ,GMBREW,G M BREWERIES LTD,       567.60,       578.00,       604.20,       570.65,       584.50,                  7214724.40,12477,N, ,765,       923.00,       403.20
N,EQ,GMDCLTD,GUJARAT MINERAL DEV CORP,       168.75,       173.00,       177.20,       172.40,       174.75,                408240881.60,2339983,N, ,19749,       228.40,        57.60
N,EQ,GMMPFAUDLR,GMM PFAUDLER LIMITED,      4430.65,      4547.95,      4750.00,      4521.10,      4690.50,                322465253.75,69684,N, ,12152,      5435.00,      4081.15
N,EQ,GMRINFRA,GMR INFRASTRUCTURE LTD.,        35.35,        35.75,        36.95,        35.60,        36.60,                227333745.50,6277156,N, ,37909,        49.15,        25.05
N,EQ,GMRP&UI,GMR POW AND URBAN INFRA L,        27.20,        27.80,        28.15,        26.50,        26.80,                 21914608.25,814220,N, ,1541,        35.60,        23.20
N,EQ,GNA,GNA AXLES LIMITED,       498.65,       503.00,       515.80,       502.65,       507.35,                 10484055.50,20714,N, ,1426,      1111.55,       370.75
N,EQ,GNFC,GUJ NAR VAL FER & CHEM L,       608.35,       624.00,       647.00,       616.00,       635.90,               2323570775.25,3659881,N, ,74704,       912.00,       314.10
N,EQ,GOACARBON,GOA CARBON LIMITED,       426.90,       434.70,       454.00,       432.00,       448.05,                 13947436.40,31391,N, ,1725,       614.85,       303.50
N,EQ,GOCLCORP,GOCL CORPORATION LIMITED,       236.50,       238.05,       249.00,       231.60,       240.25,                  6884625.25,28642,N, ,846,       387.00,       198.05
N,EQ,GOCOLORS,GO FASHION INDIA LTD,      1081.55,      1120.00,      1127.45,      1101.10,      1112.05,                 74357276.55,66878,N, ,5964,      1339.90,       847.30
N,EQ,GODFRYPHLP,GODFREY PHILLIPS INDIA LT,      1177.85,      1181.05,      1232.00,      1181.05,      1213.80,                 63271321.10,52676,N, ,4860,      1408.75,       871.05
N,EQ,GODREJAGRO,GODREJ AGROVET LIMITED,       492.75,       500.00,       508.75,       499.25,       501.05,                 72116009.95,143360,N, ,6123,       746.80,       441.00
N,EQ,GODREJIND,GODREJ INDUSTRIES LTD,       449.35,       452.70,       455.60,       443.05,       449.80,                 20957455.85,46647,N, ,3021,       662.00,       434.95
N,EQ,GODREJPROP,GODREJ PROPERTIES LTD,      1302.25,      1326.00,      1349.00,      1324.65,      1345.05,                964909065.90,720882,N, ,20920,      2598.00,      1218.55
N,EQ,GOKEX,GOKALDAS EXPORTS LTD.,       452.05,       463.95,       467.95,       443.75,       456.95,                341456903.25,750629,N, ,20219,       519.90,       104.80
N,EQ,GOKUL,GOKUL REFOILS & SOLV LTD,        38.85,        40.00,        40.70,        38.80,        39.10,                 12778679.35,323002,N, ,4796,        49.95,        20.40
N,EQ,GOLDENTOBC,GOLDEN TOBACCO LIMITED,       101.45,       102.90,       105.40,       101.20,       103.00,                  1911453.75,18540,N, ,496,       190.80,        44.55
N,EQ,GOLDIAM,GOLDIAM INTERNATIONAL LTD,       151.10,       152.00,       160.50,       148.20,       153.05,                 97027373.25,627414,N, ,13785,      1149.00,       127.00
N,EQ,GOLDTECH,GOLDSTONE TECHNOLOGIES LT,        61.55,        64.60,        64.60,        64.60,        64.60,                   311888.80,4828,N, ,51,        84.70,        10.00
N,EQ,GOODLUCK,GOODLUCK INDIA LIMITED,       252.10,       256.80,       264.00,       256.80,       262.20,                 10572510.90,40429,N, ,605,       400.00,        95.15
